14609,3,6.3437837553842265
21581,15,6.994531943288319
17933,25,3.8640783887142867
21509,17,3.619998668304644
17639,69,3.271464071283632
7329,11,3.838995672637057
18277,48,3.5625354550271675
22151,16,8.123175993593806
22253,4,7.121852876554247
21133,43,7.75017645113972
20093,38,3.1775455863610356
21993,23,6.742232197301353
19941,44,5.212291001994257
21549,25,10.888768207733662
17909,40,3.4547819194155527
15531,298,6.542206198311149
8467,22,3.790095917193842
19127,91,3.8466574837129457
20617,40,7.949723198894175
19777,100,5.211994913070504
12677,120,6.22932275426921
21811,52,13.04814274229236
16895,709,20.611043303459116
20699,61,7.006772290373468
20433,108,9.17557494506044
20151,17,5.910383965382691
20277,46,3.596864991111361
22423,28,8.203903201894924
21399,22,4.636061033641332
13941,7,6.958106343136491
21035,33,6.853235852135483
21719,4,8.703367295969134
21765,2,4.650875131715342
22007,36,12.300868291715368
16809,174,23.41755716381678
19499,61,3.913163276453273
22303,11,4.489103800201195
22259,17,3.200137162770828
19001,51,4.529814721163157
10129,73,5.947107261193005
16885,41,4.256713350050597
20941,42,6.268678188234662
20027,58,4.3875487194626706
19955,29,3.3066975415850526
20441,51,5.566682476859504
21323,77,11.954127014974194
21643,22,6.247573446404292
22329,105,47.03110185658694
22219,32,5.539529951577926
15183,69,4.948571032209134
21423,30,5.203668136565206
20477,8,4.537293433761433
21497,51,6.255226163542311
21371,29,3.8017533742040652
17089,60,4.746844947761904
21215,16,4.7715839590075255
20897,11,3.584512936979682
20481,71,10.581732505754307
20153,64,4.197649683033719
22401,33,9.997598228862628
20913,20,3.4117601005909934
18797,49,3.7344113302778372
21349,29,3.513572205954089
5563,3,6.081924855755155
15553,52,3.2613842437994913
21033,84,9.256672065827896
21759,42,9.939059388067667
22269,6,3.6668132551067742
21543,9,3.7048854223689505
21627,14,6.840457256847763
17955,25,3.913847476455113
20521,45,4.175354767756832
22305,31,7.895016831386448
11005,51,5.724951985817267
19447,49,10.630245182304469
18349,28,6.708130958924954
21623,20,8.356466299504445
20927,33,4.705184203357287
20933,13,4.520189921549861
19983,10,12.45889139538919
19371,19,4.68713735847206
21753,23,5.054518127386098
18427,51,10.316078954718778
21525,14,5.177921781735307
21093,36,5.229976435604686
20499,59,4.631913527538399
20983,68,7.7345258053462445
19691,49,3.238843248516501
20031,38,4.438496351029223
16093,182,3.663197634078384
11837,4,4.264842361964212
19275,117,4.944136158746225
20829,10,3.53513859721447
21563,7,3.580875885648593
21885,15,3.2387394031952494
21803,106,21.785334081717515
21981,16,5.4131476592565795
19573,185,7.41212414683745
19489,46,7.060916098616717
20937,75,6.695024618251751
21123,18,3.4235276130459833
22109,53,7.261998691992939
18155,217,13.009849066832455
21503,5,3.7561404816406023
10747,13,3.7225937768150494
21703,38,5.520430529473802
7265,12,8.037685394646111
20259,26,4.899697325664381
21325,104,28.559749806262438
18573,65,3.530001484539339
22147,18,8.731074610003787
6029,31,7.130088618573571
19705,44,3.734889482622999
22349,74,30.532277625779898
21977,18,8.217485487559255
19837,44,3.8584257084787255
17523,102,6.451457428879024
19795,86,4.8984706032995895
20837,29,3.5946438898717483
19231,97,3.709499613728288
21253,28,4.782288834817417
21869,7,3.5191886678485864
17581,70,3.2828126606414254
21907,83,21.37476207118956
22173,45,9.605088119034711
20589,28,3.691471091646926
19841,41,3.266633734887103
21473,40,3.4541599306336273
21599,27,4.894222659342734
20079,37,3.4627936374607575
21027,7,3.4800991661078253
21409,22,4.62194999281721
20163,32,3.655970289161945
8641,9,3.7917249169040033
2025,49,5.7521968983843985
22435,47,11.063700719281222
20879,48,3.2463921974157035
20839,24,5.353801674362329
6447,20,3.3937174269422177
21141,30,8.193658062983866
21601,5,7.985505659973066
20495,37,6.7007203184613715
21863,51,4.184066584299968
19205,45,3.2522520091240343
22181,36,11.690644201359971
19891,63,4.273928073851966
20889,62,4.1705638235862015
12573,57,3.263901593649583
21385,30,4.440328074986709
8095,29,11.605484068171224
20387,53,3.8040772701058283
20337,59,4.218957225837124
21335,26,11.527845220020511
13627,4,3.1994451727534376
19873,12,5.078102632633231
19195,13,3.443532300820281
21741,10,3.3970081896342954
22409,5,5.532288943376643
21961,39,5.430304416123991
20037,65,3.7507036797025384
19509,29,3.8648944357391075
19877,107,10.01047665710631
20291,83,4.722217188910129
16121,37,3.328736854722496
21491,224,29.641706896454124
19667,54,7.457061070428491
6747,40,4.4203700053165775
18655,121,3.667835042292163
21375,78,11.428053340049638
21975,50,10.076914598537911
21879,13,10.364622234257372
13525,93,4.901576278234619
17707,43,4.544663271834351
20279,49,4.162133831141979
1905,12,3.5902671023217803
15403,60,3.703227604200794
14483,4,3.3348519696630414
19937,26,3.4512367482644053
22041,52,11.481476335933955
21391,3,3.5128991414413644
20415,320,42.78414021359476
21307,27,6.36733587572777
21917,87,14.942273363749992
21663,96,13.80969125759688
21721,24,4.106518555815455
20225,4,10.149671485138905
19137,79,4.050670380880258
12849,16,4.917888891477658
21845,13,5.123454371936991
17995,19,3.335557524814354
20497,18,4.063768909627985
8129,33,4.940196197850709
21103,28,9.21917345540762
20071,27,3.6417426560393533
11657,199,3.452708392464431
19515,94,5.571286294890115
21897,57,13.245349184848953
18253,18,3.3456479810301567
20597,67,7.509497665995268
