13497,15
16949,6
19021,5
13871,9
14239,10
9215,6
4551,3
7041,57
12169,36
16297,1
17241,1
667,1
12363,1
9831,2
2493,17
14609,3
21377,4
14967,1
19249,3
13025,7
3877,5
7889,1
12959,12
10837,4
21581,15
10491,1
1,34
4839,21
12643,29
20015,22
19971,2
13745,12
21237,8
15149,2
1813,3
9025,1
9829,75
12471,2
13567,15
16175,61
6097,8
11129,1
2797,7
13089,4
22467,17
2117,28
10007,97
16321,1
9867,15
15825,2
5713,27
14595,4
3449,19
8589,2
347,32
11267,12
6987,10
17253,25
12881,5
7453,8
3903,12
18259,1
14315,2
2325,9
11857,14
19545,25
13899,78
15279,1
20775,5
19445,3
12857,1
17933,25
6613,5
18267,1
18057,1
19165,2
20721,2
4225,122
12113,27
9177,1
22071,4
6261,11
14599,6
7435,2
5479,13
17895,3
21743,1
8439,11
10417,1
19615,2
2511,2
17391,35
3351,2
13425,25
7375,4
14969,33
21509,17
16683,4
12317,5
17341,2
17639,69
5863,13
16007,2
17239,16
16135,3
20595,9
7581,9
9081,24
2909,17
6051,6
13957,14
4251,1
14525,4
2239,44
9735,10
17417,13
18617,9
2787,16
21427,7
10601,5
10587,6
11639,1
18447,2
20295,27
21649,5
19465,6
14753,19
4951,1
7329,11
18955,8
6435,1
18277,48
3169,4
6833,1
13727,24
21121,15
2251,2
15035,21
15539,3
12579,37
15813,15
22151,16
9961,4
22253,4
19085,2
16455,10
15547,8
16565,43
21871,8
259,1
759,8
4817,2
4163,8
17201,5
7847,9
12045,15
18785,2
10059,4
6555,22
13141,17
961,233
10473,3
19611,4
1035,6
14791,81
15171,13
2867,2
15993,1
19203,13
12095,35
19801,6
4343,42
20449,3
16343,2
14299,5
6865,7
6749,17
10215,7
13107,2
15611,11
417,15
21159,1
3957,10
8891,13
9387,1
1947,4
8147,15
9475,2
8139,387
8537,37
3919,23
17795,4
10307,2
13681,1
1431,58
4901,28
18721,44
16739,5
4749,1
8631,20
2175,1
21133,43
5819,13
2819,18
11157,3
20877,2
483,7
1013,3
2591,1
5533,1
21071,1
11915,12
20093,38
8433,2
11733,2
4173,7
18705,9
2613,11
17611,3
3061,7
2837,27
3045,2
9457,1
4903,3
20075,16
10583,4
15777,5
12631,37
15913,13
16841,21
4779,38
1755,3
1623,19
2653,7
