15474,1
9200,2
20484,5
18624,58
7608,6
9166,10
20904,2
18500,8
11490,7
19226,5
13298,6
14882,4
18656,34
13278,11
5618,7
5354,49
15392,1
1894,9
4926,4
13244,21
15594,52
17874,7
5384,4
11852,10
19492,33
15432,8
7988,1
8390,4
18838,1
19722,2
17248,26
21222,20
5928,6
15120,9
4992,21
13310,5
3706,7
2334,24
19692,8
9384,14
5638,5
10502,5
20894,4
21780,7
16686,9
4224,23
14554,3
7456,30
1596,2
1780,34
18248,4
16132,3
4582,1
3932,42
21452,1
9336,18
14144,15
17044,1
4724,13
18872,51
12420,14
17430,2
1732,2
2602,2
13234,14
1550,3
11552,3
6648,15
11084,2
12608,4
2938,39
13850,20
21834,2
9154,5
16794,18
19216,2
11904,12
19036,7
1310,7
1202,1
2192,20
2718,6
7034,2
10198,57
3118,3
7134,69
5632,78
7098,1
21730,5
14860,20
1144,2
1670,2
5204,6
7856,5
5898,3
17396,19
19802,2
5648,27
12682,24
18690,43
2180,4
266,2
1344,6
8656,6
15040,2
17930,6
12398,3
2618,5
15590,5
17476,23
16568,2
17820,2
11730,1
22290,2
7284,1
15538,6
22048,3
16302,14
15754,1
21036,23
19676,3
12532,3
16866,85
3722,28
2790,2
18584,2
13834,7
19920,10
11172,19
13258,11
14342,1
19146,7
16618,114
2744,45
20096,13
5522,2
7572,2
11480,39
10498,8
12818,3
19318,3
13160,1
20466,26
9618,26
15170,2
18558,3
2366,11
13110,6
15056,14
17366,5
15560,42
21220,2
5688,14
5920,10
18884,8
2070,2
20554,1
3128,19
19554,4
13404,5
17272,1
1044,14
1674,17
8564,1
6676,17
734,3
2398,2
4688,6
9196,11
15718,12
21922,81
13960,20
10760,19
5420,20
12518,44
4,51
7558,88
17770,3
8048,2
3488,10
18638,60
19970,20
7032,7
20262,1
5708,3
11956,3
8512,11
16654,2
18176,2
22206,6
12618,8
9468,2
12352,2
18128,29
10660,3
15758,3
10792,42
18982,40
3140,8
7146,3
18518,8
3304,7
406,142
11030,25
17672,3
14188,2
888,31
874,1
21930,18
12508,4
3298,3
10828,64
12046,3
5184,7
4016,51
18718,11
4878,4
10186,19
4672,71
20662,5
10540,7
8172,2
120,22
6478,10
9432,13
12992,12
11160,17
9514,76
21786,7
16242,1
13400,40
5170,6
12766,1
2332,3
14348,27
1710,11
12938,4
22268,10
9458,5
8758,1
1688,4
14242,9
14640,30
11642,13
12270,4
12628,12
14730,7
5016,1
19112,1
306,41
10030,3
18124,27
21970,3
282,1
4954,20
360,8
10862,8
3202,3
11536,48
16792,3
52,11
5534,5
20204,5
8328,8
13212,44
10626,5
1608,1
13358,1
18194,13
2518,23
18622,11
5112,12
6284,2
8896,64
15526,3
6096,10
18650,3
9802,8
16810,6
362,14
14174,14
14364,25
19570,1
2972,26
6066,15
21990,3
14962,1
19858,15
20670,2
7246,1
21212,76
14020,22
5428,34
20002,1
3380,20
9598,3
9654,8
17364,5
15556,2
966,5
4568,28
18182,3
13460,20
4602,5
5176,21
14654,5
20436,5
19314,4
10838,6
3846,6
16766,19
7392,2
14604,45
15440,1
16862,13
4986,1
5260,2
7670,39
8674,8
16648,22
15576,1
14110,33
5952,38
7628,1
5148,2
15506,61
3624,1
13216,26
9698,7
17628,10
18142,3
6372,1
3930,12
4830,4
13024,2
13158,2
18938,24
5444,6
11068,9
12624,11
7806,16
7374,27
13888,31
14530,11
15890,1
19420,3
8588,5
15744,24
11060,2
13950,30
21658,29
5620,3
11418,2
3220,4
19664,1
3274,16
10788,11
2412,6
12946,34
6094,6
15942,3
7274,5
6552,162
20726,1
12798,3
14432,2
20672,26
20970,21
21806,5
18320,14
21870,5
4288,46
12522,2
13260,5
17400,5
1268,2
21300,2
8572,78
17298,4
15410,16
10418,51
16336,42
21532,4
288,6
13412,5
15792,6
3810,1
2452,8
3416,11
5874,21
8968,23
19062,12
6470,39
12782,4
6944,2
4494,40
9394,49
20514,44
8990,9
1092,3
16604,7
5728,4
2644,67
4528,10
21600,11
3186,1
9406,5
21700,3
13650,9
14518,1
21026,8
1294,3
18046,1
3360,1
2672,5
4120,8
15344,3
12514,8
9292,6
16224,13
13020,43
118,5
21954,2
13696,2
3022,11
12036,24
14936,19
19816,22
11138,2
13648,6
1196,1
14360,7
13008,4
6770,7
738,20
18216,222
18754,4
22324,6
6002,6
5456,36
17436,9
19786,3
2818,1
3090,9
22368,1
18562,3
16114,2
20304,2
6598,7
3228,1
3148,12
9544,1
11178,44
8964,4
9354,7
1870,2
6244,44
958,4
11776,12
2312,21
7024,7
15540,19
18542,3
7482,1
18778,10
11326,2
10054,5
7662,3
17060,4
3196,2
20680,23
14636,5
16040,17
16742,21
3338,6
10052,3
13972,4
17186,8
17970,2
10444,9
16876,18
13510,2
274,3
19404,36
5614,7
8260,21
11308,15
22306,7
2710,64
17638,5
21948,17
20418,21
20052,25
17746,1
20478,15
20814,8
11622,3
8282,6
20602,9
5544,8
13108,5
13554,4
15420,2
15210,9
17108,1
21040,6
1288,7
19938,17
19064,1
7488,13
1642,7
3172,2
16462,2
7750,60
9282,19
19258,11
14944,5
3552,10
5106,16
9254,16
19646,15
9780,4
3474,15
4952,2
8318,2
12972,51
5698,30
11748,1
16332,6
11398,4
19524,8
15102,10
12284,1
22150,5
4998,8
10004,1
12148,8
20234,7
22446,25
18610,6
8956,8
3466,26
14752,1
8476,7
5594,1
8580,4
1576,12
5784,16
7848,34
12430,1
3010,1
18118,50
11824,2
14136,18
21640,5
20014,4
20526,6
10642,4
17192,8
1818,5
396,7
16926,5
2256,2
15206,14
7480,31
9650,4
20630,1
22316,91
13218,5
6438,3
11854,3
6990,8
3012,5
18,38
9672,6
10458,52
16910,30
2548,3
21154,13
20556,5
4756,7
14650,326
10372,28
7280,7
16502,9
18036,4
4342,11
21742,4
1722,117
21050,25
19312,1
11878,1
614,78
8042,25
11208,1
3062,98
4170,5
6928,2
5322,16
21652,24
9668,3
17534,2
17000,3
13304,2
18886,114
14688,7
6792,8
22270,2
16760,21
4298,3
6038,10
9148,1
21804,3
18528,5
17226,3
13272,41
3996,47
14374,7
21602,1
11994,13
15524,16
17692,19
19576,10
10240,15
21218,2
15972,1
17112,16
13146,4
20614,2
20198,15
10068,15
7618,36
14524,20
18964,27
15034,1
19660,32
638,4
19276,9
4132,11
12676,4
10744,6
3646,11
14542,4
6098,4
426,34
6868,6
7938,9
8002,78
9032,4
10680,7
16716,59
12668,2
12928,15
2290,5
16602,67
358,2
978,6
2446,5
15052,33
2558,14
4012,12
17026,3
16490,61
7170,38
8154,19
1322,3
1616,2
17696,4
15838,9
6494,3
10326,1
148,10
4184,12
18306,9
4416,10
6544,23
8400,64
13074,59
13006,10
17688,2
19282,2
22230,65
19178,9
18224,5
15764,2
14400,37
20306,1
21442,10
17302,1
6660,18
10446,22
17458,3
9694,4
6692,1
560,59
13300,83
210,21
7418,17
13480,12
18362,5
2722,1
16890,24
10024,15
642,4
1530,1
3366,1
16976,17
20960,4
12412,4
8504,1
12828,5
16060,1
21432,2
3184,15
7652,2
580,17
3162,1
3994,38
778,2
11544,53
6242,3
8130,11
9248,50
4552,10
11818,5
11264,6
12098,90
12674,72
16044,2
13762,3
5956,5
11146,6
15434,4
4938,14
8998,2
11314,4
15418,2
15250,14
18240,3
5712,4
2304,6
5866,5
8808,2
8022,4
3404,23
18804,12
16434,7
14490,19
11638,3
11646,6
2616,2
9968,102
12892,19
9670,2
15786,2
4884,29
4280,8
17708,7
16092,9
20068,28
22114,5
19712,12
2234,4
11782,5
2362,2
7798,8
9680,2
15346,27
5188,4
16150,4
366,7
19486,21
10108,34
11298,1
5962,23
21660,6
16372,2
10036,3
2036,10
8902,12
1058,2
13524,2
1908,6
7240,24
22156,17
21628,1
15884,44
1654,260
4364,6
16510,2
3472,26
9528,54
11148,1
6706,62
2250,1
8090,1
14332,16
13418,82
18724,5
7946,4
1062,2
19688,5
17816,2
12368,2
12042,11
9052,17
698,11
13592,2
11526,1
15078,9
3556,16
16790,1
11002,1
11580,2
7116,3
1316,46
2804,4
22070,15
12020,18
9594,28
18746,39
7926,37
3348,1
11954,43
3886,1
11650,30
11896,16
8388,4
10768,7
2798,1
2836,1
14008,5
5450,8
6866,11
9030,24
2856,29
11032,1
7820,2
14896,6
18790,1
652,11
13468,1
5182,4
18188,25
2748,4
12678,9
76,1
18284,16
9050,12
10394,13
14534,9
19222,17
10826,6
19930,26
11110,8
5624,3
10328,8
19050,18
14402,13
2420,55
902,12
1918,3
12056,28
13030,2
17568,6
984,4
6192,3
1340,3
8366,4
5000,20
10084,5
19630,7
21792,10
8,3
15194,16
13548,6
3888,4
17012,9
15714,63
20242,5
11288,4
9470,7
3340,6
15046,40
8100,1
21698,3
20496,7
8970,8
22160,23
10162,3
11574,3
15800,2
16746,59
2780,1
5726,1
13086,1
12742,12
910,1
7528,13
17250,5
798,5
10948,38
4860,9
7402,3
19344,6
21294,7
5720,13
5372,16
22400,13
10388,2
2760,17
5756,4
11706,2
4130,4
13488,9
2654,10
22348,4
4408,1
18394,13
1266,17
13344,9
11340,54
16110,3
21342,1
6530,2
18006,36
2490,3
14192,83
10212,7
9140,3
1258,1
7220,13
13112,20
10688,3
20282,6
1346,1
10508,1
4564,3
14874,22
5330,4
608,25
606,16
17010,26
18172,5
18998,4
14988,101
20820,59
20754,5
10142,37
16966,27
5764,33
6502,9
4094,5
190,5
3458,25
11734,8
17180,8
2128,1
872,1
1396,11
13284,2
12136,2
13500,1
11796,1
20136,18
21892,1
14216,23
21298,4
11858,1
9960,1
6418,2
1534,2
20150,1
6294,15
9666,3
11548,21
11928,9
16294,6
9054,2
16762,17
2146,7
4502,275
11016,69
11044,2
11072,15
19936,27
20290,1
4698,5
188,11
10736,7
15212,2
2640,9
16610,5
15060,13
11888,11
16338,3
14888,3
4532,2
7486,4
12410,6
5528,3
6044,13
17808,3
9360,38
17622,6
3972,57
14642,1
19248,6
20694,22
22408,8
6610,7
2478,3
18402,6
21800,29
21634,3
2380,9
7524,8
4448,2
11636,1
232,2
10254,3
12924,11
16974,7
4546,9
15982,8
20246,73
18748,4
5572,17
10136,5
12208,1
20028,5
4858,13
8928,2
258,3
21016,6
10852,18
14952,3
2966,5
4702,2
10148,2
14690,2
3194,29
1392,7
20928,10
10150,3
3460,2
4844,3
7398,8
5416,6
3798,50
9864,5
15830,50
12006,2
1434,14
8360,50
18556,1
14226,4
20010,1
11124,7
4022,44
6574,1
21334,26
5304,7
4392,12
1358,5
15908,24
9144,16
20038,2
20456,3
7904,3
12952,6
2144,5
2316,20
38,6
21614,44
14794,1
2430,1
2714,2
10312,2
22420,8
1812,2
13044,5
17566,18
11188,1
13360,2
5992,1
4706,3
7346,12
8582,10
12790,3
5924,2
1274,17
11450,2
21276,3
4354,5
17460,66
19884,8
13168,10
6812,12
13782,15
14568,1
3122,4
5622,140
6328,1
1860,16
17532,21
11266,48
5480,9
9556,5
16256,9
19922,37
12718,2
20826,28
3698,3
21864,2
1980,10
16754,8
8044,8
5542,22
10896,5
1224,14
4284,68
12204,36
898,1
18574,6
17268,1
10426,370
9048,14
3442,7
19320,15
6446,6
10118,7
4504,17
12934,17
2500,3
6540,26
22332,13
2870,20
6126,2
14970,3
13710,7
22258,2
2496,15
2580,29
10954,19
6442,16
6504,4
11758,6
19370,5
19386,53
12776,17
19426,6
4188,39
16270,26
20188,10
20426,3
3924,7
10534,9
12526,23
21464,8
12394,48
8524,59
852,5
17828,1
4720,47
9936,23
6964,4
1504,18
13820,1
1944,8
